Event_Id,year,month,day,country,region,city,latitude,longitude,summary,multiple_attack,attacktype,target_type,target_sub_type,group_name,weapon_type,nkill,nwound,nkillter,motive,decades,claimed
2131,1973,12,11,United States,North America,San Francisco,37.755363,-122.443352,"12/11/1973: White man, Paul Dancik, was shot three times in the chest and killed by bullets from a .32 caliber gun, while standing at a phone booth on Haight Street in the Fillmore neighborhood of San Francisco, California.  Dancik was a drug addict, and had stopped at the home of a drug dealer in a neighboring project, but the dealer was not home.  Dancik then stopped to use the payphone, at which point he was approached by black men, J.C. Simon and Manuel Moore, who shot him.  Moore was hiding in nearby bushes.  Dancik collapsed on the pavement about 20 feet away from the phone booth.   A third perpetrator, Anthony C. Harris, was waiting in the car for the other two perpetrators.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fourth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2132,1973,12,13,United States,North America,San Francisco,37.755363,-122.443352,"12/13/1973: White woman, Marietta DiGirolamo was walking south on Divisadero Street toward Haight Street in San Francisco, California, in the United States, just after 9:00pm, looking for her boyfriend, when she was approached by an African American man, who grabbed her and pushed her into the doorway of a barbershop, at which point DiGirolamo yelled at him.  The perpetrator then shot her with a .32 caliber gun, two times in the chest, and once in the back as she spun around from the impact of the first two bullets.  DiGirolamo died before any witnesses could call an ambulance.  The specific perpetrators are unknown; but, it is suspected that J.C. Simon and Manuel Moore were responsible for this murder, as it occurred less than two hours after the assault on Art Agnos and it was later discovered that this was the sixth in a series of 20 attacks  (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2133,1973,12,13,United States,North America,San Francisco,37.755363,-122.443352,"12/13/1973: White man and prominent San Francisco politician, Arthur Agnos was shot outside at 991 Wisconsin Street in Potrero Hill in San Francisco, California, in the United States while engaged in conversation with a friend and two women after a meeting discussing the possibility of a new government-funded health care clinic in the community.  Agnos was shot two times in the back by an African American man who was standing about fifteen feet away.  The .32 caliber bullets caused serious injuries to Agnos' lungs, spleen and kidneys, but he survived the attack. The perpetrators were J.C. Simon and Manuel Moore; a third perpetrator, Anthony Harris, was waiting for the other two in a black Cadillac parked at Wisconsin Street and 22nd, from where he watched the assault.  The perpetrators were black muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the fifth in a series of 20 attacks (with 23 victims) on random whites by black muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,0,1,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2134,1973,12,14,France,Western Europe,Marseilles,43.296482,5.36978,,0,Bombing/Explosion,Government (Diplomatic),Embassy/Consulate,Unknown,Explosives,3,20,NA,,70s,
2135,1973,12,15,Venezuela,South America,Caracas,10.482834,-66.962128,,0,Bombing/Explosion,Military,Military Transportation/Vehicle (excluding convoys),Unknown,Explosives,0,0,NA,,70s,
2136,1973,12,15,United Kingdom,Western Europe,Keady,54.250039,-6.703625,,0,Assassination,Police,Police Security Forces/Officers,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2137,1973,12,15,United Kingdom,Western Europe,Clady,54.794884,-7.537385,,0,Bombing/Explosion,Terrorists/Non-State Militia,Terrorist,Irish Republican Army (IRA),Explosives,1,NA,1,,70s,
2138,1973,12,17,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Irish Republican Army (IRA),Explosives,1,1,NA,,70s,
2139,1973,12,17,Italy,Western Europe,Rome,41.890961,12.490069,,0,Hostage Taking (Barricade Incident),Airports & Aircraft,Airport,Black September,Firearms,30,50,NA,,70s,
2140,1973,12,17,Italy,Western Europe,Rome,41.890961,12.490069,,0,Hijacking,Airports & Aircraft,Aircraft (not at an airport),Unknown,Firearms,31,NA,0,,70s,
2141,1973,12,18,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Government (General),Government Building/Facility/Office,Irish Republican Army (IRA),Explosives,0,34,NA,,70s,
2142,1973,12,20,Spain,Western Europe,Madrid,40.465595,-3.696263,,0,Assassination,Government (General),"Government Personnel (excluding police, military)",Basque Fatherland and Freedom (ETA),Explosives,3,0,NA,,70s,
2143,1973,12,20,United Kingdom,Western Europe,Belfast,54.607712,-5.95621,,0,Assassination,Private Citizens & Property,Religion Identified,Irish Republican Army (IRA),Firearms,1,NA,NA,,70s,
2144,1973,12,20,United States,North America,San Francisco,37.755363,-122.443352,"12/21/1973: White woman, Theresa DeMartini, was driving home to her apartment at the border of Haight-Ashbury and Fillmore in San Francisco, California, in the United States, just before 10:00pm, when she spotted an African American man double parked on the 600 block of Central Avenue where she parked her own car.  While she was parking her 1965 Mustang, DeMartini noticed another black man walk up the  man in the double-parked car, and then start walking toward her as she left her car and began to walk to her apartment.  When the man reached DeMartini's gas tank, he pulled a gun out of his pocket and shot at her 4 times.  The first three bullets hit DeMartini, with the third striking her spine and paralyzing her.  The fourth shot, aimed at her head, missed DeMartini as she collapsed to the ground.  As she yelled, another car then drive toward DeMartini in an attempt to kill her, but she rolled herself under the Mustang to dodge the .32 caliber bullets, and thus survived.  The specific perpetrators of this incident are unknown; however, it is suspected that Larry Green was involved in the incident as witnesses at the scene of the crime provided a car description that matched Green's Dodge Dart.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the eighth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,0,1,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2145,1973,12,20,United States,North America,San Francisco,37.755363,-122.443352,"12/20/1973: White man, Ilario Bertuccio, was killed while walking home from work in San Francisco, California in the United States.  As he neared the corner of  Bancroft Avenue and Phelps Street, about a half mile from his home on Goettingen Street, and he was shot by an African American man approaching him outside.  Bertuccio was shot first in his right shoulder, with the bullet passing through his chest; then, three more .32 caliber bullets were shot, each entering Bertuccio's chest, and exiting through his back.  The perpetrators were two African American men, one who shot Bertuccio directly, and another who was waiting in a nearby car.  Although evidence was presented in trial about Bertuccio's murder, no indictments were brought other than the conspiracy charges.  However, based on witness description, it is believed that Manuel Moore and Larry Green were responsible for this incident.  A car matching the description of Green's car, a Dodge Dart, was spotted near the scene of the crime.  The perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the seventh in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2146,1973,12,21,Argentina,South America,La Plata,-34.921295,-57.954333,,0,Hostage Taking (Kidnapping),Business,Construction,Unknown,Unknown,0,0,NA,,70s,
2147,1973,12,21,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Bombing/Explosion,Business,Hotel/Resort,Irish Republican Army (IRA),Explosives,0,0,NA,,70s,
2148,1973,12,22,United Kingdom,Western Europe,London,51.504387,-0.140041,,0,Assassination,Military,"Military Personnel (soldiers, troops, officers, forces)",Irish Republican Army (IRA),Explosives,0,1,NA,,70s,
2149,1973,12,22,United States,North America,San Francisco,37.755363,-122.443352,"12/22/1973: In the United States, white man, Neal Moynihan, was walking on Twelfth Street near the Civic Center, across the street from the Pacific Gas & Electric building, in San Francisco, California, just after 8pm, when he was approached by an African-American man, who shot Moynihan as they crossed paths, once in the face, and once each in the neck and chest.  A fourth shot missed Moynihan as he fell to the ground from the first three shots, and died instantly.  The perpetrator fled by foot on Gough Street, where he took the life of a white woman.  The only witness who was able to identify the killer was a night watchman for Pacific Gas & Electric, and his description of the perpetrator was later matched to Manuel Moore.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the ninth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
2150,1973,12,22,United States,North America,San Francisco,37.755363,-122.443352,"12/22/1973: In the United States, elderly white woman, Mildred Hosler, was on her way home from work, walking up Gough Street towards a Van Ness bus stop in San Francisco, California, to catch a bus to her home in Ellis, when she was shot five times in the upper body with .32 caliber bullets, by a man who was approaching her from across the street.  According to witnesses, Hosler saw her killer before he saw her, but she failed at trying to evade him, and was killed.  Witness descriptions of the perpetrator were matched to Larry Green.  Hosler was killed less than ten minutes after Neal Moynihan was killed on Twelfth Street.  It was later discovered that the perpetrators were black Muslims who believed in the teachings of the Nation of Islam, and believed that they had to ""destroy the enemy"" and ""kill devils,"" which they translated into meaning, kill whites.  The motives were racist in origins and a response to the racial rhetoric of the time.  This was the tenth in a series of 20 attacks (with 23 victims) on random whites by black Muslims who came to be known as the Zebra Killers.",1,Armed Assault,Private Citizens & Property,Race/Ethnicity Identified,Zebra killers,Firearms,1,0,0,"While most law enforcement personnel involved in solving the Zebra murders agree that the killers were motivated by the goal of starting a race war, certain sources allege that the impetus for these attacks was based upon revenge for the illegitimate killing of Blacks, as well as upon the desire of personal promotion within both the ranks of the ""Death Angels"" (as indicated by the prosecution's main witness, Anthony Harris) and the eyes of Allah.",70s,0
